period,measure,current_age,actual,cdf,pct_developed,ultimate_cl,ibnr_cl,ultimate_ie,ibnr_ie,ultimate_bf,ibnr_bf
2010,Reported Count,179.0,271.8376,1.0,1.0,271.8376,0.0,314.2013025147,42.36370251469998,271.8376,0.0
2011,Closed Count,nan,,,,,,319.3283418408,,,
2011,Exposure,nan,385662248.6,,,,,,,,
2011,Incurred Loss,167.0,1916081.580416,1.037599541019045,0.963762955232114,1988125.368394688,72043.78797868802,1542648.9944000002,-373432.5860159998,1971982.6210872072,55901.04067120717
2011,Paid Loss,167.0,1892658.297732,1.051133627621765,0.9513538276408708,1989436.782343472,96778.48461147188,1542648.9944000002,-350009.3033319998,1967702.2666032198,75043.96887121968
2011,Reported Count,167.0,345.7352,1.0,1.0,345.7352,0.0,319.3283418408,-26.4068581592,345.7352,0.0
2012,Closed Count,nan,,,,,,298.96537513600003,,,
2012,Exposure,nan,393375493.6,,,,,,,,
2012,Incurred Loss,155.0,1363753.380531999,1.04278753872414,0.95896811465882,1422105.0311116888,58351.65057968977,1573501.9744000002,209748.59386800116,1428317.1331297,64563.752597701096
2012,Paid Loss,155.0,1194236.878339999,1.0616449638979828,0.9419344828127434,1267855.5675909077,73618.68925090879,1573501.9744000002,379265.0960600013,1285603.0842787044,91366.20593870542
2012,Reported Count,155.0,261.2808,1.0,1.0,261.2808,0.0,298.96537513600003,37.68457513600004,261.2808,0.0
2013,Closed Count,nan,,,,,,305.7471685908,,,
2013,Exposure,nan,401243003.4,,,,,,,,
2013,Incurred Loss,143.0,708529.9908599999,1.0480014764177608,0.9541971290137514,742540.4765075424,34010.48564754252,1203729.0102,495199.01934,763664.2354165952,55134.244556595295
2013,Paid Loss,143.0,708529.9908599999,1.0775696383564524,0.928014268781028,763490.4060157106,54960.41515571065,1203729.0102,495199.01934,795181.3038487363,86651.3129887364
2013,Reported Count,143.0,291.63160000000005,1.0,1.0,291.63160000000005,0.0,305.7471685908,14.11556859079991,291.63160000000005,0.0
2014,Closed Count,nan,,,,,,341.329398159,,,
2014,Exposure,nan,409267863.5,,,,,,,,
2014,Incurred Loss,131.0,1389603.684732,1.0794415207102936,0.9264049796250012,1499995.9146317376,110392.22989973752,1227803.5905,-161800.09423200018,1479963.9149913443,90360.23025934414
2014,Paid Loss,131.0,1389603.684732,1.088345334740017,0.9188260086940871,1512368.6874156096,122765.00268360948,1227803.5905,-161800.09423200018,1489269.4027126157,99665.71798061558
2014,Reported Count,131.0,455.26200000000006,1.0,1.0,455.26200000000006,0.0,341.329398159,-113.93260184100006,455.26200000000006,0.0
2015,Closed Count,nan,,,,,,367.358834304,,,
2015,Exposure,nan,417453220.8,,,,,,,,
2015,Incurred Loss,119.0,3382963.2580760014,1.087537332115621,0.9195086646401996,3679098.836333144,296135.5782571421,1669812.8832,-1713150.3748760014,3517368.726845768,134405.46876976633
2015,Paid Loss,119.0,3364231.2985480013,1.0992287880874172,0.9097287214792942,3698059.893148677,333828.5946006761,1669812.8832,-1694418.4153480013,3514967.4424048113,150736.14385681003
2015,Reported Count,119.0,333.85880000000003,1.0,1.0,333.85880000000003,0.0,367.358834304,33.500034304,333.85880000000003,0.0
2016,Closed Count,nan,,,,,,401.5315549436,,,
2016,Exposure,nan,425802285.2,,,,,,,,
2016,Incurred Loss,107.0,2506323.643367999,1.1288637507360146,0.8858464977265893,2829297.908610753,322974.265242754,2554813.7112,48490.06783200102,2797964.576157609,291640.93278961
2016,Paid Loss,107.0,2462208.676391999,1.159686371432225,0.8623021056675775,2855389.8456339785,393181.1692419797,2554813.7112,92605.03480800102,2814001.1448358404,351792.4684438418
2016,Reported Count,107.0,390.6016,1.0,1.0,390.6016,0.0,401.5315549436,10.929954943599968,390.6016,0.0
2017,Closed Count,nan,,,,,,351.797848029,,,
2017,Exposure,nan,434318330.9,,,,,,,,
2017,Incurred Loss,95.0,1205811.8289160004,1.1457967069970547,0.8727551701739796,1381615.2228300492,175803.3939140488,2605909.9854,1400098.1564839997,1537400.4015501507,331588.5726341502
2017,Paid Loss,95.0,1205811.8289160004,1.1747622942608438,0.8512360371841832,1416542.2705842247,210730.4416682243,2605909.9854,1400098.1564839997,1593477.3250854118,387665.4961694114
2017,Reported Count,95.0,310.10600000000005,1.0,1.0,310.10600000000005,0.0,351.797848029,41.69184802899992,310.10600000000005,0.0
2018,Closed Count,nan,,,,,,349.5307063275,,,
2018,Exposure,nan,443004697.5,,,,,,,,
2018,Incurred Loss,83.0,2395448.423304001,1.1555359790065296,0.8653992763252154,2768026.8389822366,372578.4156782357,2215023.4875,-180424.93580400103,2693592.187678146,298143.7643741452
2018,Paid Loss,83.0,2395448.423304001,1.210005163088669,0.8264427545477507,2898504.9601104525,503056.5368064516,2215023.4875,-180424.93580400103,2779881.7984065358,384433.37510253466
2018,Reported Count,83.0,325.94120000000004,1.0,1.0,325.94120000000004,0.0,349.5307063275,23.589506327499976,325.94120000000004,0.0
2019,Closed Count,nan,,,,,,337.5429992505,,,
2019,Exposure,nan,451864791.5,,,,,,,,
2019,Incurred Loss,71.0,2599882.874292,1.2422011774320192,0.8050225826281074,3229577.567630864,629694.6933388645,2259323.9575,-340558.9167919997,3040400.0245317933,440517.1502397935
2019,Paid Loss,71.0,2395189.8344880007,1.349155756843866,0.7412042641683864,3231484.1539333924,836294.3194453917,2259323.9575,-135865.8769880007,2979893.2405512067,584703.4060632059
2019,Reported Count,71.0,357.6116,1.0,1.0,357.6116,0.0,337.5429992505,-20.068600749500035,357.6116,0.0
2020,Closed Count,nan,,,,,,358.1209218321,,,
2020,Exposure,nan,460902087.3,,,,,,,,
2020,Incurred Loss,59.0,978899.509468,1.353999283400901,0.7385528280991811,1325429.2343411655,346529.7248731655,1843608.3492,864708.839732,1460905.6984590774,482006.18899107736
2020,Paid Loss,59.0,976050.862556,1.4975628900966913,0.6677515893408885,1461697.5506107318,485646.6880547318,1843608.3492,867557.486644,1588586.8064555682,612535.9438995682
2020,Reported Count,59.0,370.8076,1.0,1.0,370.8076,0.0,358.1209218321,-12.68667816789997,370.8076,0.0
2021,Closed Count,nan,,,,,,360.1120188906,,,
2021,Exposure,nan,470120129.1,,,,,,,,
2021,Incurred Loss,47.0,1011313.279736,1.420345248287545,0.7040541735931184,1436414.0114031204,425100.7316671204,1410360.3873,399047.10756400006,1428703.5500870282,417390.2703510281
2021,Paid Loss,47.0,974979.4133360002,1.6173679213044267,0.6182885086489708,1576900.427061856,601921.0137258559,1410360.3873,435380.9739639999,1513330.1801146984,538350.7667786982
2021,Reported Count,47.0,329.90000000000003,1.0,1.0,329.90000000000003,0.0,360.1120188906,30.21201889059995,329.90000000000003,0.0
2022,Closed Count,nan,,,,,,339.98147490440005,,,
2022,Exposure,nan,479522531.6,,,,,,,,
2022,Incurred Loss,35.0,827416.1066440007,1.65470221425499,0.6043383464318612,1369127.263774071,541711.1571300701,959045.0632,131628.95655599935,1206873.4621960728,379457.3555520721
2022,Paid Loss,35.0,791103.7101360001,1.908494147139224,0.523973312414382,1509816.8005746808,718713.0904386807,959045.0632,167941.35306400002,1247634.7548164357,456531.0446804356
2022,Reported Count,35.0,298.2296,1.0,1.0,298.2296,0.0,339.98147490440005,41.75187490440004,298.2296,0.0
2023,Closed Count,nan,,,,,,317.4343255127,,,
2023,Exposure,nan,489112982.3,,,,,,,,
2023,Incurred Loss,23.0,1651756.6743519998,1.985642657105988,0.5036152886932177,3279798.5117528546,1628041.8374008548,978225.9646,-673530.7097519997,2137333.087382769,485576.4130307696
2023,Paid Loss,23.0,1199242.068356001,2.633721923052128,0.3796908060973784,3158470.126475578,1959228.0581195776,978225.9646,-221016.103756001,1806044.6279116415,606802.5595556404
2023,Reported Count,23.0,304.8276,1.002,0.998003992015968,305.43725520000004,0.6096552000000202,317.4343255127,12.606725512699938,305.4612014481292,0.6336014481291585
2024,Closed Count,nan,,,,,,292.3526117534,,,
2024,Exposure,nan,498895241.9,,,,,,,,
2024,Incurred Loss,11.0,890155.221828,3.3358796639380595,0.2997710051745343,2969450.7022442976,2079295.4804162967,997790.4838,107635.26197199988,1588837.0493456891,698681.8275176891
2024,Paid Loss,11.0,355247.76093199995,6.715990903782926,0.1488983553323052,2385840.731008563,2030592.9700765635,997790.4838,642542.7228679999,1204468.8827279548,849221.1217959549
2024,Reported Count,11.0,256.0024,1.0921800000000002,0.9155999926752,279.60070123200006,23.59830123200004,292.3526117534,36.35021175339995,280.6769625734114,24.67456257341138
