period,age,reported_claims,incurred_severity,paid_to_incurred,case_reserves,incurred_loss_rate,paid_loss_rate,reported_frequency,incremental_incurred_severity
2001,275,700.7076,4461.8925,0.9692623313818672,96100.7673,0.009882129017977241,0.009578375410981024,2.214784199227338e-06,0.0
2001,287,700.7076,4515.1126,0.9616031205356061,121479.0374,0.01000000000003793,0.009616031205392535,2.214784199227338e-06,
2001,,,,,,,,,
2002,11,613.614,1512.0882,0.38515419109939825,570477.5956,0.0028751916118152096,0.001107392099504462,1.901470869870296e-06,1512.0882
2002,23,634.7276,2090.9875,0.6864585663649063,416134.5404,0.0041127588159894585,0.0028232385206287533,1.9668978245325e-06,18915.25
2002,35,634.7276,2115.5884,0.9088097657424641,122452.282,0.004161146138146825,0.003781690247029375,1.9668978245325e-06,
2002,47,634.7276,2527.4532,0.821785712816843,285899.2576,0.0049712422448509,0.004085295851769999,1.9668978245325e-06,
2002,59,634.7276,2560.7772,0.9126650208906922,141953.9247,0.00503678717261468,0.004596899470116348,1.9668978245325e-06,
2002,71,651.8824,2649.7009,0.9388880233320858,105558.3141,0.005352547510637965,0.005025442752053955,2.02005722519554e-06,5939.8777
2002,83,651.8824,2700.0288,0.9421780652221244,101772.4609,0.005454212738005213,0.005138839604803618,2.02005722519554e-06,
2002,95,651.8824,2700.5895,0.958668687409801,72762.4009,0.005455345237636593,0.005229868658332381,2.02005722519554e-06,
2002,107,651.8824,2759.7609,0.9613906142320903,69459.8116,0.005574874886303794,0.005359632391210659,2.02005722519554e-06,
2002,119,651.8824,2786.3555,0.9635663412615545,66177.2275,0.005628597572154629,0.005423527169034704,2.02005722519554e-06,
2002,131,651.8824,2814.9283,0.9705695178875096,54004.9995,0.005686316209199483,0.005518965181718672,2.02005722519554e-06,
2002,143,651.8824,2910.4049,0.9563481575250046,82818.096,0.005879184362252299,0.005622547132589806,2.02005722519554e-06,
2002,155,651.8824,2914.2643,0.9769916096736788,43710.3644,0.00588698063824422,0.005751530689876001,2.02005722519554e-06,
2002,167,651.8824,3031.1417,0.9632799602506772,72556.8864,0.00612307969249433,0.005898239962797667,2.02005722519554e-06,
2002,179,651.8824,3111.0506,0.9583735397977303,84420.0904,0.006284500257199985,0.006022898757352497,2.02005722519554e-06,
2002,191,651.8824,3156.834,0.9629157486232556,76315.1072,0.0063769853467996775,0.006140499619173142,2.02005722519554e-06,
2002,203,651.8824,3323.8277,0.9405952920388927,128714.8397,0.00671432210440807,0.006315459760638901,2.02005722519554e-06,
2002,215,651.8824,3327.6029,0.9585134907194376,89992.7744,0.0067219482292896725,0.006443078061691787,2.02005722519554e-06,
2002,227,651.8824,3327.6029,0.9737387399282451,56966.0763,0.0067219482292896725,0.006545421398651424,2.02005722519554e-06,0.0
2002,239,651.8824,3468.5593,0.9454854344296237,123262.49,0.007006688298763433,0.0066247217300693054,2.02005722519554e-06,
2002,251,651.8824,3447.0276,0.9609853035154369,87668.233,0.006963193072495772,0.006691526208208937,2.02005722519554e-06,
2002,263,651.8824,3570.7879,0.9365551960999416,147682.6117,0.007213195804558261,0.006755556011245338,2.02005722519554e-06,
2002,275,651.8824,3570.7879,0.9449732909301454,128087.5282,0.007213195804558261,0.006816277377556937,2.02005722519554e-06,0.0
2002,,,,,,,,,
2003,11,534.438,1888.6444,0.4594333122848578,545628.208,0.0030664916087850607,0.0014088483969178426,1.6236468530671937e-06,1888.6444
2003,23,552.9124,2638.2005,0.7895976681870733,306912.568,0.004431577711757023,0.0034991634275931514,1.6797729171238376e-06,24321.7857
2003,35,552.9124,2855.6611,0.8421307756982321,249264.5224,0.004796862172655962,0.004039585262376273,1.6797729171238376e-06,
2003,47,552.9124,3394.6267,0.772188824262231,427585.8973,0.005702201925134752,0.004403176600275635,1.6797729171238376e-06,
2003,59,550.2732,3095.9768,0.9843137025005724,26723.6947,0.0051757143479026395,0.0050945265528693825,1.6717549079728883e-06,65663.13
2003,71,550.2732,3306.0384,0.9676572414928498,58838.7339,0.005526885990138171,0.00534813125126258,1.6717549079728883e-06,
2003,83,551.5928,3289.0123,0.9718019430946534,51156.788,0.00551160811452141,0.005356191475268165,1.675763912548363e-06,-3810.89
2003,95,551.5928,3264.184,0.9860592665922494,25100.2963,0.005470001823194783,0.005393745986037714,1.675763912548363e-06,
2003,107,551.5928,3258.0917,0.986483061283562,24291.8302,0.005459792492325162,0.005385992811801935,1.675763912548363e-06,
2003,119,551.5928,3265.2436,0.9867292886974619,23901.6773,0.005471777411503543,0.005399163033163731,1.675763912548363e-06,
2003,131,551.5928,3258.4234,0.9869187038966359,23511.3132,0.005460348420892425,0.0053889199863711955,1.675763912548363e-06,
2003,143,551.5928,3233.217,0.994830773954011,9218.8971,0.0054181083860252895,0.005390100959036256,1.675763912548363e-06,
2003,155,551.5928,3216.7392,1.0,0.0,0.005390495525169357,0.005390495525169357,1.675763912548363e-06,
2003,167,551.5928,3216.7391,1.000000342100941,-0.607,0.005390495244453971,0.005390497088547467,1.675763912548363e-06,
2003,179,551.5928,3216.7391,1.000000342100941,-0.607,0.005390495244453971,0.005390497088547467,1.675763912548363e-06,0.0
2003,191,551.5928,3216.7391,1.0,0.0,0.005390495244453971,0.005390495244453971,1.675763912548363e-06,0.0
2003,203,551.5928,3223.5583,1.0,0.0,0.00540192275158757,0.00540192275158757,1.675763912548363e-06,
2003,215,551.5928,3223.5583,1.0,0.0,0.00540192275158757,0.00540192275158757,1.675763912548363e-06,0.0
2003,227,551.5928,3223.5583,1.0,0.0,0.00540192275158757,0.00540192275158757,1.675763912548363e-06,0.0
2003,239,551.5928,3223.5583,1.0,0.0,0.00540192275158757,0.00540192275158757,1.675763912548363e-06,0.0
2003,251,551.5928,3223.5583,1.0,0.0,0.00540192275158757,0.00540192275158757,1.675763912548363e-06,0.0
2003,263,551.5928,3223.5583,1.0,0.0,0.00540192275158757,0.00540192275158757,1.675763912548363e-06,0.0
2003,,,,,,,,,
2004,11,603.0572,1172.3435,0.3633541821819804,450102.364,0.0021057532357356716,0.0007651342448477938,1.796191265753203e-06,1172.3435
2004,23,638.6864,1263.6591,0.775612276430607,181099.2648,0.00240387382109099,0.0018644740466283243,1.9023119751084252e-06,2809.2593
2004,35,638.6864,1395.2806,0.9055340775044534,84182.9979,0.002654258953199913,0.0024035219326438194,1.9023119751084252e-06,
2004,47,641.3256,1455.3763,0.9681336364741336,29743.111,0.0027800202474400925,0.0026914311116258975,1.910172768393997e-06,15998.55
2004,59,642.6452,1641.8764,1.0,0.0,0.0031427207871720718,0.0031427207871720718,1.9141031650367832e-06,92280.9
2004,71,642.6452,1650.9895,0.9981344272144964,1979.3736,0.0031601642017019507,0.0031542686853695333,1.9141031650367832e-06,
2004,83,642.6452,1681.4597,0.9959863147387062,4337.1161,0.003218487357484252,0.0032055693622138576,1.9141031650367832e-06,
2004,95,642.6452,1694.3798,0.9961034970327637,4242.8439,0.0032432178063194653,0.003230580598513748,1.9141031650367832e-06,
2004,107,642.6452,1734.6258,0.9909750638407,10060.538,0.003320252715866551,0.0032902876470731132,1.9141031650367832e-06,
2004,119,642.6452,1719.1458,0.9937674983039186,6885.6728,0.0032906223988598683,0.0032701135891778105,1.9141031650367832e-06,
2004,131,642.6452,1758.8212,0.9748369247434332,28441.7742,0.0033665652868964968,0.003281852151226175,1.9141031650367832e-06,
2004,143,642.6452,1738.9466,0.9922833219383916,8623.586,0.003328523213686254,0.003302838071625647,1.9141031650367832e-06,
2004,155,642.6452,1739.6468,0.992295870671665,8613.0292,0.0033298634789414435,0.0033042097800539795,1.9141031650367832e-06,
2004,167,642.6452,1740.152,0.9938096935054882,6922.6216,0.0033308303565155687,0.0033102114957275137,1.9141031650367832e-06,
2004,179,642.6452,1740.151,0.9943879400823027,6275.9648,0.003330828509264888,0.0033121357000953197,1.9141031650367832e-06,
2004,191,642.6452,1746.8131,1.0,0.0,0.003343580563224767,0.003343580563224767,1.9141031650367832e-06,
2004,203,642.6452,1746.8131,1.0,0.0,0.003343580563224767,0.003343580563224767,1.9141031650367832e-06,0.0
2004,215,642.6452,1746.8131,1.0,0.0,0.003343580563224767,0.003343580563224767,1.9141031650367832e-06,0.0
2004,227,642.6452,1746.8131,1.0,0.0,0.003343580563224767,0.003343580563224767,1.9141031650367832e-06,0.0
2004,239,642.6452,1746.8655,1.0,0.0,0.0033436807883391573,0.0033436807883391573,1.9141031650367832e-06,
2004,251,642.6452,1746.8655,1.0,0.0,0.0033436807883391573,0.0033436807883391573,1.9141031650367832e-06,0.0
2004,,,,,,,,,
2005,11,626.81,1993.7326,0.48731445804378565,640698.79,0.003649192175462359,0.0017783041072830625,1.8303317694972776e-06,1993.7326
2005,23,641.3256,2538.8382,0.7596602503340996,391326.4562,0.004754529068521996,0.0036118267424141725,1.8727183999487936e-06,26077.4891
2005,35,642.6452,2768.881,0.8809847814168181,211776.6394,0.00519600374283443,0.004577600221621959,1.8765717299898406e-06,114569.65
2005,47,641.3256,2706.5528,0.9427599756475422,99356.1809,0.005068611225805141,0.0047784837958069135,1.8727183999487936e-06,33060.37
2005,59,641.3256,2807.1297,0.9768668483950015,41646.2461,0.005256963462628772,0.005135353329865843,1.8727183999487936e-06,
2005,71,641.3256,2852.9634,0.9811195952551824,34545.0694,0.0053427969671757955,0.005241922797966133,1.8727183999487936e-06,
2005,83,641.3256,2911.0234,0.9818346729150812,33913.0998,0.005451526997663707,0.00535249822663888,1.8727183999487936e-06,
2005,95,641.3256,2927.4654,0.9864865335951674,25370.9727,0.005482318379847002,0.0054082332546003435,1.8727183999487936e-06,
2005,107,641.3256,2965.2737,0.9779692642473959,41895.9804,0.005553122548743632,0.005430783173270434,1.8727183999487936e-06,
2005,119,641.3256,3046.2327,0.9805452335088979,38007.3568,0.005704735942353528,0.005593751636701643,1.8727183999487936e-06,
2005,131,641.3256,3081.9362,0.9967165635947153,6489.7928,0.005771598655410909,0.005752647978269041,1.8727183999487936e-06,
2005,143,641.3256,3449.9444,0.9084353359301426,202590.2704,0.00646077443991223,0.005869195798690545,1.8727183999487936e-06,
2005,155,641.3256,3449.963,0.9381558339625523,136833.2828,0.006460809119882599,0.006061245767936323,1.8727183999487936e-06,
2005,167,641.3256,3386.3438,0.9738136668728117,56870.1414,0.006341668278158334,0.006175603240044358,1.8727183999487936e-06,
2005,179,641.3256,3420.0517,0.993261448926378,14780.1138,0.006404793838958603,0.006361634808558761,1.8727183999487936e-06,
2005,191,641.3256,3443.969,0.9942174873162997,12771.8673,0.006449584022568204,0.006412289221153112,1.8727183999487936e-06,
2005,203,641.3256,3496.1167,0.9983268620511042,3751.4248,0.006547242048520889,0.006536287609388903,1.8727183999487936e-06,
2005,215,641.3256,3496.1167,1.0,0.0,0.006547242048520889,0.006547242048520889,1.8727183999487936e-06,0.0
2005,227,641.3256,3496.1167,1.0,0.0,0.006547242048520889,0.006547242048520889,1.8727183999487936e-06,0.0
2005,239,641.3256,3496.1167,1.0,0.0,0.006547242048520889,0.006547242048520889,1.8727183999487936e-06,0.0
2005,,,,,,,,,
2006,11,479.0148,1599.0849,0.37179096331976474,481198.9096,0.002192876558224611,0.0008152916880236583,1.3713321620592784e-06,1599.0849
2006,23,497.4892,2327.8896,0.6040775721508991,458517.7435,0.0033154293081193113,0.0020027764870866483,1.4242210057750632e-06,21224.755
2006,35,497.4892,2023.4351,0.8873707843114644,113376.7462,0.0028818187252877313,0.002557241742502039,1.4242210057750632e-06,
2006,47,497.4892,2163.9389,0.9036797127399215,103692.281,0.0030819272921041676,0.0027850751700140186,1.4242210057750632e-06,
2006,59,497.4892,2183.4454,0.9504054089638727,53871.6539,0.0031097088194179784,0.0029554840822775055,1.4242210057750632e-06,
2006,71,497.4892,2293.584,0.946892377641945,60597.5627,0.003266570443195138,0.0030930906536919462,1.4242210057750632e-06,
2006,83,497.4892,2394.6572,0.944427757181072,66204.1077,0.003410521107048937,0.0032209907999489343,1.4242210057750632e-06,
2006,95,497.4892,2350.5597,0.9686783778568453,36626.8176,0.003347716474001687,0.003242860563560592,1.4242210057750632e-06,
2006,107,497.4892,2411.7895,0.9739130711493598,31300.1202,0.0034349212238259145,0.0033453146782524137,1.4242210057750632e-06,
2006,119,497.4892,2501.2918,0.9775532430457685,27931.9732,0.003562392290644057,0.0034824281367203417,1.4242210057750632e-06,
2006,131,497.4892,2709.3077,0.9857353910137859,19226.572,0.0038586529264925773,0.0038036107512826496,1.4242210057750632e-06,
2006,143,497.4892,2872.1777,0.9555351764989459,63534.7812,0.004090615839480907,0.003908727328167772,1.4242210057750632e-06,
2006,155,497.4892,2951.2085,0.939641378194375,88618.1867,0.004203173083447247,0.003949475348919871,1.4242210057750632e-06,
2006,167,497.4892,2982.9877,0.9470050307922521,78644.7555,0.004248433769268258,0.00402328815248473,1.4242210057750632e-06,
2006,179,497.4892,2984.7119,0.9529044550571525,69930.381,0.00425088932272649,0.004050691373580955,1.4242210057750632e-06,
2006,191,497.4892,3019.1946,0.9498896524895721,75266.5795,0.004300000391891148,0.0040845258779585066,1.4242210057750632e-06,
2006,203,497.4892,3028.4784,0.9578394528430547,63520.5692,0.0043132226028200936,0.004131374777875495,1.4242210057750632e-06,
2006,215,497.4892,3050.5924,0.9581561818971048,63503.7179,0.00434471783367445,0.004162918250933772,1.4242210057750632e-06,
2006,227,497.4892,3050.5924,0.9634327758348106,55495.7648,0.00434471783367445,0.0041858435627159804,1.4242210057750632e-06,0.0
2006,,,,,,,,,
2007,11,456.5816,3777.3245,0.2919872813650991,1221079.0071,0.004840567308924453,0.001413384088797625,1.2814803866417722e-06,3777.3245
2007,23,476.3756,3941.769,0.5875278236708923,774524.81,0.0052702866085254695,0.0030964400212288167,1.3370358947331786e-06,7734.954
2007,35,476.3756,4293.0553,0.6985092686139497,616580.7379,0.005739968984859164,0.00400942153748073,1.3370358947331786e-06,
2007,47,476.3756,4810.1306,0.7938875416229874,472292.0318,0.0064313172459865234,0.005105742637813763,1.3370358947331786e-06,
2007,59,476.3756,5361.7176,0.8447530615273839,396530.4045,0.0071688089494419075,0.006055873307545961,1.3370358947331786e-06,
2007,71,476.3756,6400.5666,0.859540340389797,428271.8649,0.008557787355342048,0.007355763456394205,1.3370358947331786e-06,
2007,83,476.3756,6807.7258,0.9016698886591696,318887.938,0.009102173704990077,0.008207155951134823,1.3370358947331786e-06,
2007,95,476.3756,7553.3299,0.8757615630680163,447037.4875,0.010099073260814443,0.008844380184429266,1.3370358947331786e-06,
2007,107,476.3756,8094.4377,0.8831450207591,450591.9356,0.010822553716655577,0.009557884426762264,1.3370358947331786e-06,
2007,119,476.3756,8917.1247,0.8697094389021466,553461.3536,0.011922515739860029,0.010369124474415676,1.3370358947331786e-06,
2007,131,476.3756,9190.7313,0.9131975065810611,380042.1608,0.012288337649540319,0.011221679301586398,1.3370358947331786e-06,
2007,143,476.3756,9456.2728,0.9319315771675133,306630.3847,0.012643376123955373,0.011782761451919813,1.3370358947331786e-06,
2007,155,476.3756,9608.6579,0.9547906600091718,206938.0753,0.012847120468426263,0.01226631063126605,1.3370358947331786e-06,
2007,167,476.3756,9617.6212,0.9814761209771257,84869.0051,0.012859104717446713,0.012620904217318258,1.3370358947331786e-06,
2007,179,476.3756,10037.1822,0.965667945043155,164157.6462,0.013420072904892078,0.012959334224396457,1.3370358947331786e-06,
2007,191,476.3756,10037.1822,0.9937252312460263,30002.6104,0.013420072904892078,0.013335865050752413,1.3370358947331786e-06,0.0
2007,203,476.3756,10073.235,0.9963919333555512,17313.825,0.013468276715605649,0.013419682275629865,1.3370358947331786e-06,
2007,215,476.3756,10098.7007,0.9958257321932686,20081.4616,0.013502325353059183,0.013445963031021895,1.3370358947331786e-06,
2007,,,,,,,,,
2008,11,307.4668,1809.473,0.6354182216767951,202836.1251,0.0015308891059363859,0.0009727548332784771,8.460413977039377e-07,1809.473
2008,23,327.2608,2355.6596,0.8387111561313074,124339.9962,0.002121289327842749,0.001779149024643996,9.005075821054789e-07,10839.7573
2008,35,328.5804,2839.9925,0.931921605731537,63528.4339,0.0025677470071765168,0.002392938914040288,9.041386610655815e-07,122954.5499
2008,47,328.5804,3950.3476,0.9155235224949613,109651.0404,0.003571661944826281,0.003269940524888561,9.041386610655815e-07,
2008,59,328.5804,3828.9536,0.9775326749503817,28266.571,0.0034619049942030897,0.0033841252494074318,9.041386610655815e-07,
2008,71,328.5804,3893.4618,0.990961059215738,11563.6548,0.003520229381608721,0.0034884102366813403,9.041386610655815e-07,
2008,83,328.5804,3914.5485,0.9925143315542736,9628.3955,0.00353929465226311,0.003512800665964536,9.041386610655815e-07,
2008,95,328.5804,3966.0723,0.9858832750072908,18396.5436,0.0035858792892073782,0.003535258417424586,9.041386610655815e-07,
2008,107,328.5804,3988.739,0.9917961812170004,10752.1008,0.003606373098858198,0.0035767870674912805,9.041386610655815e-07,
2008,119,328.5804,4127.0241,0.9714128347876521,38765.8892,0.0037314020406914155,0.003624731834080478,9.041386610655815e-07,
2008,131,328.5804,4147.332,0.9769946940675228,31350.0671,0.003749763244970342,0.003663498794345441,9.041386610655815e-07,
2008,143,328.5804,4148.0168,0.9787297104906328,28990.4903,0.003750382343933039,0.003670610625706764,9.041386610655815e-07,
2008,155,328.5804,4087.6122,0.9954962463115102,6049.0332,0.003695768193063874,0.003679123363432559,9.041386610655815e-07,
2008,167,328.5804,4088.6162,0.9963825998884208,4859.7569,0.0036966759628039,0.003683303606763581,9.041386610655815e-07,
2008,179,328.5804,4088.6162,0.9970357602534565,3982.2757,0.0036966759628039,0.0036857181289848646,9.041386610655815e-07,0.0
2008,191,328.5804,4108.6965,0.9947883392358349,7035.9356,0.0037148313576044136,0.0036954709167724966,9.041386610655815e-07,
2008,203,328.5804,4195.1009,1.0,0.0,0.003792952932052303,0.003792952932052303,9.041386610655815e-07,
2008,,,,,,,,,
2009,11,306.1472,1167.6749,0.6396648408958526,128812.754,0.0009643738824611972,0.0006168760660886574,8.258924693789811e-07,1167.6749
2009,23,320.6628,2721.0436,0.8506767230537774,130290.1518,0.0023538419166145358,0.002002358528212276,8.650511640478121e-07,35483.0018
2009,35,321.9824,2553.6801,0.9874863492661119,10289.2247,0.002218154725502308,0.0021903975119936486,8.686110453813421e-07,-38115.65
2009,47,321.9824,2617.3913,0.9896862015556588,8691.9941,0.002273494967601512,0.002250046598741446,8.686110453813421e-07,
2009,59,321.9824,2791.3361,0.9957978874914475,3776.6952,0.0024245853379286754,0.0024143969575521123,8.686110453813421e-07,
2009,71,321.9824,2934.6002,0.9959733952216253,3804.6971,0.0025490261873258035,0.0025387622662997153,8.686110453813421e-07,
2009,83,321.9824,3041.3852,0.9899096884778021,9881.1648,0.0026417808178500137,0.00261512442642454,8.686110453813421e-07,
2009,95,321.9824,3479.5492,0.9088703313270751,102097.452,0.003022374850980382,0.002746946832205159,8.686110453813421e-07,
2009,107,321.9824,3479.5697,0.9422059680924367,64750.1328,0.00302239265038705,0.0028477163931133957,8.686110453813421e-07,
2009,119,321.9824,3479.575,0.9560357316125551,49255.8911,0.003022397242677133,0.0028895197591266024,8.686110453813421e-07,
2009,131,321.9824,3479.575,0.965029587377623,39179.5178,0.003022397242677133,0.0029167027639919792,8.686110453813421e-07,0.0
2009,143,321.9824,3526.7061,0.9812144869485956,21331.6507,0.0030633358780127297,0.003005789541895486,8.686110453813421e-07,
2009,155,321.9824,3632.438,1.0,0.0,0.0031551757258630347,0.0031551757258630347,8.686110453813421e-07,
2009,167,321.9824,3632.438,1.0,0.0,0.0031551757258630347,0.0031551757258630347,8.686110453813421e-07,0.0
2009,179,321.9824,3632.438,1.0,0.0,0.0031551757258630347,0.0031551757258630347,8.686110453813421e-07,0.0
2009,191,321.9824,3632.438,1.0,0.0,0.0031551757258630347,0.0031551757258630347,8.686110453813421e-07,0.0
2009,,,,,,,,,
2010,11,259.9612,1384.9391,0.6766737645850167,116407.2868,0.0009522089604514053,0.0006443348219402378,6.875457086620228e-07,1384.9391
2010,23,271.8376,2687.5986,0.9213789253092124,57439.7996,0.0019322663142203101,0.0017803494600075022,7.189564263166329e-07,31201.3678
2010,35,271.8376,3499.5972,0.9620850538264948,36069.3262,0.002516057885312598,0.0024206616860215475,7.189564263166329e-07,
2010,47,271.8376,4066.1699,0.9742905885765929,28417.586,0.0029233989821943088,0.0028482401150063054,7.189564263166329e-07,
2010,59,271.8376,4547.5156,0.9521096241292488,59201.3995,0.0032694655866999114,0.003112889650856367,7.189564263166329e-07,
2010,71,271.8376,4498.6408,0.9825297824585635,21364.324,0.003234326696097816,0.0031778223051169116,7.189564263166329e-07,
2010,83,271.8376,4676.9369,0.9913020824143259,11058.248,0.0033625138348462803,0.0033332669666300985,7.189564263166329e-07,
2010,95,271.8376,4682.4417,0.9918596948111257,10361.4992,0.003366471585270761,0.0033390674791569834,7.189564263166329e-07,
2010,107,271.8376,4660.2165,1.0,0.0,0.0033504925693863025,0.0033504925693863025,7.189564263166329e-07,
2010,119,271.8376,4663.1575,1.0,0.0,0.00335260703403773,0.00335260703403773,7.189564263166329e-07,
2010,131,271.8376,4666.8177,0.999722165764175,352.4651,0.0033552385541612386,0.0033543063540215326,7.189564263166329e-07,
2010,143,271.8376,4667.0895,0.9997221819472273,352.4651,0.003355433998626645,0.0033545017984869395,7.189564263166329e-07,
2010,155,271.8376,4673.1575,0.9990592003855457,1195.1353,0.0033597965983008966,0.0033566357029565703,7.189564263166329e-07,
2010,167,271.8376,4672.1618,1.0,0.0,0.003359080783105034,0.003359080783105034,7.189564263166329e-07,
2010,179,271.8376,4700.13,1.0,0.0,0.00337918870296671,0.00337918870296671,7.189564263166329e-07,
2010,,,,,,,,,
2011,11,345.7352,1313.2806,0.8018503978681875,89969.2987,0.0011773185896422219,0.0009440333795222289,8.964714624131867e-07,1313.2806
2011,23,345.7352,2565.3152,0.9460224803564942,47873.7288,0.0022997318607657987,0.0021755980390765163,8.964714624131867e-07,
2011,35,345.7352,3783.2939,1.0,0.0,0.003391615009112924,0.003391615009112924,8.964714624131867e-07,
2011,47,345.7352,4368.5282,0.9314547559375341,103527.5817,0.003916260869407792,0.0036478198123019497,8.964714624131867e-07,
2011,59,345.7352,4661.1947,0.9453167413589382,88124.2076,0.004178627990294822,0.003950126995136749,8.964714624131867e-07,
2011,71,345.7352,5034.2137,0.9530654362059918,81689.838,0.004513028954008956,0.004301211908662817,8.964714624131867e-07,
2011,83,345.7352,5312.4542,0.9920861464095245,14535.394,0.004762463584308417,0.004724774144772229,8.964714624131867e-07,
2011,95,345.7352,5312.7876,0.9939778240216715,11061.6394,0.004762762499487225,0.0047340803055723295,8.964714624131867e-07,
2011,107,345.7352,5386.0395,0.9849210039780532,28079.2538,0.004828430744932393,0.004755622856937312,8.964714624131867e-07,
2011,119,345.7352,5406.7113,0.9886775861229142,21164.8797,0.004846962384018003,0.004792083069859485,8.964714624131867e-07,
2011,131,345.7352,5559.1271,0.9665759625983551,64240.5297,0.004983598834672147,0.004817026840827272,8.964714624131867e-07,
2011,143,345.7352,5542.0495,0.9795729245558379,39139.943,0.0049682891891949625,0.004866801571098861,8.964714624131867e-07,
2011,155,345.7352,5542.0495,0.9846201727518052,29469.0037,0.0049682891891949625,0.00489187775974607,8.964714624131867e-07,0.0
2011,167,345.7352,5542.0495,0.9877754251491159,23423.2827,0.0049682891891949625,0.00490755396612081,8.964714624131867e-07,0.0
2011,,,,,,,,,
2012,11,245.4456,1368.4788,0.6782338098598346,108077.1139,0.0008538587427653628,0.0005791158681878805,6.239473581686279e-07,1368.4788
2012,23,261.2808,2612.096,0.9297963050686877,47913.3564,0.0017349594296130295,0.001613158867098273,6.642020264375716e-07,21888.1617
2012,35,261.2808,3413.9935,0.8961142414067066,92667.2341,0.002267581390840357,0.002032011977880871,6.642020264375716e-07,
2012,47,261.2808,3710.1818,0.9816080782340707,17829.1156,0.0024643102820881974,0.002418986880173056,6.642020264375716e-07,
2012,59,261.2808,3698.5859,0.9946280314616561,5191.3064,0.002456608222226073,0.0024434114001452376,6.642020264375716e-07,
2012,71,261.2808,3730.9798,0.992411341565435,7397.6776,0.002478124342415823,0.0024593187032228487,6.642020264375716e-07,
2012,83,261.2808,3745.9265,0.9988999498637768,1076.6616,0.0024880519486432996,0.0024853149667582643,6.642020264375716e-07,
2012,95,261.2808,3939.0426,0.987354654349433,13014.5418,0.0026163200945266,0.0025832358225987874,6.642020264375716e-07,
2012,107,261.2808,4159.1215,0.9646102300920906,38458.0133,0.0027624969386247497,0.002664732807595516,6.642020264375716e-07,
2012,119,261.2808,4394.3121,0.9171634396954472,95108.7448,0.0029187109822033917,0.0026769350039145398,6.642020264375716e-07,
2012,131,261.2808,4427.1404,0.9374035584104,72406.9799,0.002940515594182403,0.002756449781547856,6.642020264375716e-07,
2012,143,261.2808,5219.4933,0.8400166307782069,218177.8606,0.0034667980153504914,0.002912167988443294,6.642020264375716e-07,
